1	0.000779	0
2	0.000747	0
3	0.000750	0
4	0.000751	0
5	0.000760	0
6	0.000759	0
7	0.000759	0
8	0.000761	0
9	0.000757	0
10	0.000748	0
11	0.000763	0
12	0.000792	0
13	0.000817	0
14	0.000782	0
15	0.000785	0
16	0.000785	0
17	0.000780	0
18	0.000773	0
19	0.000786	0
20	0.000784	0
21	0.000781	0
22	0.000787	0
23	0.000788	0
24	0.000791	0
25	0.000783	0
26	0.000789	0
27	0.000791	0
28	0.000792	0
29	0.000796	0
30	0.000786	0
31	0.000796	0
32	0.000794	0
33	0.000798	0
34	0.000794	0
35	0.000803	0
36	0.000801	0
37	0.000803	0
38	0.000798	0
39	0.000807	0
40	0.000799	0
41	0.000809	0
42	0.000808	0
43	0.000813	0
44	0.000806	0
45	0.000803	0
46	0.000811	0
47	0.000821	0
48	0.000809	0
49	0.000823	0
50	0.000819	0
51	0.000819	0
52	0.000848	0
53	0.000819	0
54	0.000815	0
55	0.000838	0
56	0.000890	0
57	0.000878	0
58	0.000817	0
59	0.000829	0
60	0.000820	0
61	0.000832	0
62	0.000823	0
63	0.000831	0
64	0.000831	0
65	0.000836	0
66	0.000832	0
67	0.000840	0
68	0.000839	0
69	0.000841	0
70	0.000844	0
71	0.000844	0
72	0.000834	0
73	0.000844	0
74	0.000849	0
75	0.000848	0
76	0.000869	0
77	0.001115	0
78	0.001193	0
79	0.001032	0
80	0.000875	0
81	0.000882	0
82	0.000870	0
83	0.000876	0
84	0.000886	0
85	0.000884	0
86	0.000902	0
87	0.000913	0
88	0.000896	0
89	0.000917	0
90	0.000914	0
91	0.000911	0
92	0.000925	0
93	0.000908	0
94	0.000928	0
95	0.000909	0
96	0.000927	0
97	0.000906	0
98	0.000928	0
99	0.000905	0
100	0.000866	0
101	0.000912	0
102	0.000888	0
103	0.000874	0
104	0.000880	0
105	0.000902	0
106	0.000874	0
107	0.000873	0
108	0.000881	0
109	0.000880	0
110	0.000885	0
111	0.000886	0
112	0.000887	0
113	0.000895	0
114	0.000884	0
115	0.000892	0
116	0.000883	0
117	0.000900	0
118	0.000902	0
119	0.000898	0
120	0.000889	0
121	0.000888	0
122	0.000873	0
123	0.000917	0
124	0.000906	0
125	0.000889	0
126	0.000880	0
127	0.000890	0
128	0.000895	0
129	0.000898	0
130	0.000892	0
131	0.000888	0
132	0.000903	0
133	0.000878	0
134	0.000896	0
135	0.000908	0
136	0.000912	0
137	0.000901	0
138	0.000964	0
139	0.000916	0
140	0.000906	0
141	0.000915	0
142	0.000900	0
143	0.000909	0
144	0.000915	0
145	0.000923	0
146	0.000919	0
147	0.000914	0
148	0.000904	0
149	0.000924	0
150	0.000900	0
151	0.000920	0
152	0.000920	0
153	0.000934	0
154	0.000914	0
155	0.000931	0
156	0.000951	0
157	0.000956	0
158	0.000919	0
159	0.000920	0
160	0.000922	0
161	0.000918	0
162	0.000935	0
163	0.000928	0
164	0.000931	0
165	0.000937	0
166	0.000926	0
167	0.000937	0
168	0.000922	0
169	0.000939	0
170	0.000949	0
171	0.000938	0
172	0.000949	0
173	0.000934	0
174	0.000947	0
175	0.000940	0
176	0.000947	0
177	0.000953	0
178	0.000949	0
179	0.000954	0
180	0.000941	0
181	0.000950	0
182	0.000957	0
183	0.000947	0
184	0.000950	0
185	0.000961	0
186	0.000946	0
187	0.000962	0
188	0.000954	0
189	0.000967	0
190	0.000967	0
191	0.000967	0
192	0.000959	0
193	0.000962	0
194	0.000960	0
195	0.000972	0
196	0.000992	0
197	0.000970	0
198	0.000975	0
199	0.000973	0
